step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J11_stopped,J11_accumulated_waiting_time,J11_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
1125.0,15,91.0,1.123456790123457,6.313667359888018,15,535.0,0.35989188303275654,15,535.0
1145.0,22,188.0,2.41025641025641,5.228876276412927,22,523.0,0.2325748912005652,22,523.0
1155.0,28,190.0,2.4050632911392404,5.00097969413809,28,593.0,0.21901769439888266,28,593.0
1165.0,22,95.0,1.144578313253012,4.897664207524785,22,667.0,0.22165934889975092,22,667.0
1185.0,23,172.0,1.89010989010989,6.0898266322262256,23,569.0,0.31853993671309816,23,569.0
1195.0,24,144.0,1.5319148936170213,5.761403101895531,24,589.0,0.29127702728340693,24,589.0
1215.0,25,200.0,2.0618556701030926,4.741349294625238,25,705.0,0.23892233146119352,25,705.0
1230.0,32,240.0,2.4489795918367347,4.431320558421935,32,705.0,0.1788730941222716,32,705.0
1245.0,29,168.0,1.6153846153846154,4.776561145157265,29,970.0,0.22737802279768457,29,970.0
1265.0,27,193.0,1.7545454545454546,4.818661636813795,27,799.0,0.23967042474898764,27,799.0
1275.0,28,180.0,1.5789473684210527,4.199929239375936,28,911.0,0.19944261371646466,28,911.0
1295.0,25,199.0,1.6178861788617886,4.110159606050209,25,1018.0,0.1882821945404322,25,1018.0
1315.0,38,277.0,2.082706766917293,3.572641410777433,38,1002.0,0.14813932583102832,38,1002.0
1335.0,46,318.0,2.3555555555555556,3.2998284342571997,46,1426.0,0.14487203543370705,46,1426.0
1355.0,43,301.0,2.1654676258992804,3.529941850879664,43,1590.0,0.14827504711164222,43,1590.0
1370.0,42,256.0,1.8823529411764706,3.482141854680835,42,1809.0,0.14947213052218727,42,1809.0
1385.0,35,181.0,1.3308823529411764,3.439653402771149,35,1905.0,0.1486096274919673,35,1905.0
1400.0,30,149.0,1.1037037037037036,3.1326741086174237,30,2020.0,0.13110055081900296,30,2020.0
1415.0,31,143.0,1.0514705882352942,3.2967978924040313,31,1935.0,0.14447964231185517,31,1935.0
1430.0,29,150.0,1.094890510948905,3.060666663352262,29,1911.0,0.1303451209479594,29,1911.0
1445.0,31,157.0,1.1544117647058822,3.2709361210286167,31,1880.0,0.14296139923983847,31,1880.0
1460.0,30,152.0,1.0857142857142856,3.0675432536669955,30,1912.0,0.13298693207263684,30,1912.0
1475.0,28,133.0,0.9708029197080292,3.16703853805945,28,1825.0,0.14365375651722156,28,1825.0
1490.0,32,159.0,1.1357142857142857,3.0880845726834134,32,1715.0,0.1306026099051871,32,1715.0
1505.0,32,157.0,1.1056338028169015,3.1909818313439615,32,1669.0,0.13062023111913654,32,1669.0
1520.0,32,154.0,1.1,3.172171050174182,32,1648.0,0.13705617372086015,32,1648.0
1535.0,28,148.0,1.0571428571428572,3.26143092201706,28,1633.0,0.1350264808771518,28,1633.0
1550.0,34,159.0,1.1521739130434783,3.1440264480110667,34,1624.0,0.13583310929412232,34,1624.0
1565.0,30,151.0,1.0863309352517985,3.3712073113445147,30,1548.0,0.13986961101913495,30,1548.0
1580.0,32,138.0,1.0072992700729928,3.258299985030992,32,1519.0,0.13693476962930642,32,1519.0
1595.0,27,137.0,0.9856115107913669,3.3325693852600824,27,1469.0,0.14651830632086993,27,1469.0
1610.0,31,144.0,1.0434782608695652,3.0864667346879355,31,1492.0,0.13279241322047455,31,1492.0
1625.0,30,135.0,0.9574468085106383,3.1803806864278186,30,1447.0,0.12997320642497753,30,1447.0
1640.0,31,153.0,1.0928571428571427,3.1603580327366316,31,1562.0,0.14150295168107765,31,1562.0
1655.0,33,153.0,1.0851063829787233,3.1865489095544772,33,1457.0,0.1296106581824017,33,1457.0
1670.0,30,132.0,0.9295774647887324,3.234558578788904,30,1465.0,0.13581166440091438,30,1465.0
1685.0,28,134.0,0.9305555555555556,3.106564672318986,28,1470.0,0.1355524321897151,28,1470.0
1700.0,24,128.0,0.8827586206896552,3.1509394365439833,24,1422.0,0.13291526691206773,24,1422.0
1715.0,32,142.0,0.9861111111111112,2.9552782995182825,32,1446.0,0.13255089101524456,32,1446.0
1730.0,29,143.0,0.9794520547945206,3.082899711972645,29,1419.0,0.13057524488165945,29,1419.0
1745.0,28,139.0,0.952054794520548,3.0982549783027955,28,1404.0,0.1320603613281037,28,1404.0
1760.0,26,120.0,0.8333333333333334,3.3069155536517374,26,1359.0,0.14265806894856298,26,1359.0
1775.0,36,149.0,1.0275862068965518,3.134561867947313,36,1362.0,0.12794374996938848,36,1362.0
1790.0,26,129.0,0.9280575539568345,3.1065764621483978,26,1437.0,0.1451091261807325,26,1437.0
1805.0,30,130.0,0.896551724137931,3.0468748180986793,30,1355.0,0.1263221408380042,30,1355.0
1820.0,27,135.0,0.9507042253521126,3.145438843196008,27,1356.0,0.1376181270128547,27,1356.0
1835.0,28,126.0,0.875,3.039219602716066,28,1312.0,0.11677869295681063,28,1312.0
1850.0,27,122.0,0.8776978417266187,3.316078119518852,27,1286.0,0.12739483996887385,27,1286.0
1865.0,31,144.0,1.0434782608695652,3.040345452692799,31,1298.0,0.12490488155690269,31,1298.0
1880.0,31,148.0,1.0724637681159421,3.3191370709259536,31,1326.0,0.1340261266515453,31,1326.0
1895.0,31,156.0,1.1304347826086956,3.1210361419662127,31,1388.0,0.1210686788470581,31,1388.0
1910.0,31,152.0,1.1343283582089552,3.351405940919184,31,1426.0,0.14238308853176188,31,1426.0
1925.0,29,137.0,1.0148148148148148,3.2338018836507283,29,1448.0,0.12523967398370586,29,1448.0
1940.0,35,159.0,1.1777777777777778,3.4034008304182257,35,1504.0,0.15007368946799135,35,1504.0
1955.0,29,152.0,1.1094890510948905,3.040217496279081,29,1570.0,0.12543966961308267,29,1570.0
1970.0,35,171.0,1.2666666666666666,3.0940559765842477,35,1662.0,0.13500479147038302,35,1662.0
1985.0,28,147.0,1.0575539568345325,2.9733698461396267,28,1754.0,0.13229766755374447,28,1754.0
2000.0,32,163.0,1.1726618705035972,3.2312156205283404,32,1682.0,0.1277186511654824,32,1682.0
2015.0,31,164.0,1.1884057971014492,3.125724220429952,31,1690.0,0.1303760774645246,31,1690.0
2030.0,31,138.0,1.0072992700729928,3.2006926394888295,31,1637.0,0.13403852553421408,31,1637.0
2045.0,31,156.0,1.1555555555555554,3.1303020823683405,31,1669.0,0.13335456401564863,31,1669.0
2060.0,34,176.0,1.3037037037037038,2.9438776864061755,34,1728.0,0.13538440715174352,34,1728.0
2075.0,33,155.0,1.1313868613138687,2.9444787038880804,33,1725.0,0.1255309951391242,33,1725.0
2090.0,36,178.0,1.2992700729927007,3.031394441189455,36,1783.0,0.13071512981941566,36,1783.0
2105.0,30,164.0,1.1798561151079137,3.054126586371991,30,1853.0,0.13309741627362925,30,1853.0
2120.0,31,156.0,1.1142857142857143,3.1382037202654582,31,1885.0,0.1346884774789247,31,1885.0
2135.0,32,153.0,1.0774647887323943,3.0477995439610033,32,1810.0,0.1304829776240854,32,1810.0
2150.0,30,135.0,0.9440559440559441,3.244334215381097,30,1754.0,0.1325920631702328,30,1754.0
2165.0,26,106.0,0.762589928057554,3.1454618934314342,26,1636.0,0.1320391260288942,26,1636.0
2180.0,23,124.0,0.8732394366197183,3.1764221492974536,23,1528.0,0.1315311056389395,23,1528.0
2195.0,32,154.0,1.0921985815602837,3.332420857458927,32,1451.0,0.14171573576945498,32,1451.0
2210.0,33,166.0,1.1690140845070423,3.214755897499307,33,1424.0,0.13266012964561402,33,1424.0
2225.0,29,141.0,1.0,2.9651203139353552,29,1433.0,0.12166519204571022,29,1433.0
2240.0,29,145.0,1.0431654676258992,3.2016424817464118,29,1423.0,0.13251946220584665,29,1423.0
2255.0,28,142.0,1.0142857142857142,2.827889754002224,28,1417.0,0.12208565489242278,28,1417.0
2270.0,33,174.0,1.2428571428571429,3.0231421335314232,33,1422.0,0.12637401314157298,33,1422.0
2285.0,35,161.0,1.1338028169014085,3.0267828665601075,35,1468.0,0.11770255618250464,35,1468.0
2300.0,35,162.0,1.1571428571428573,3.146097720995099,35,1512.0,0.12505754914121167,35,1512.0
2315.0,35,165.0,1.1870503597122302,3.037466364273586,35,1545.0,0.12005984910683137,35,1545.0
2330.0,36,176.0,1.2661870503597121,3.0715912031370913,36,1637.0,0.13138555461756787,36,1637.0
2345.0,40,210.0,1.5217391304347827,3.0119113438521707,40,1637.0,0.11511234525894773,40,1637.0
2360.0,36,180.0,1.3235294117647058,3.043452822472159,36,1749.0,0.13044651307322344,36,1749.0
2375.0,32,129.0,0.9347826086956522,3.228120162258627,32,1758.0,0.14095260236379337,32,1758.0
2390.0,28,113.0,0.837037037037037,3.135599416120648,28,1710.0,0.13537285678191646,28,1710.0
2405.0,27,150.0,1.1029411764705883,3.0343584646262385,27,1676.0,0.13085070715713162,27,1676.0
2420.0,27,134.0,0.9852941176470589,3.2222423245680782,27,1604.0,0.1466152769686202,27,1604.0
2435.0,31,141.0,1.036764705882353,3.235740946382085,31,1569.0,0.13227397118377482,31,1569.0
2450.0,30,127.0,0.9407407407407408,3.243070592597502,30,1593.0,0.14869404908058148,30,1593.0
2465.0,26,119.0,0.8880597014925373,3.303888317347788,26,1530.0,0.1497719630698384,26,1530.0
2480.0,26,132.0,0.9635036496350365,3.09578231734678,26,1459.0,0.13350874098342935,26,1459.0
2495.0,32,153.0,1.1007194244604317,3.3034817446509748,32,1469.0,0.14029554255561122,32,1469.0
2510.0,28,147.0,1.0575539568345325,3.006506862914387,28,1485.0,0.12458510412614415,28,1485.0
2525.0,29,134.0,0.9781021897810219,3.166324472380789,29,1411.0,0.12592420120271106,29,1411.0
2540.0,31,144.0,1.0140845070422535,3.330918262766324,31,1418.0,0.12973598702474282,31,1418.0
2555.0,29,145.0,1.0583941605839415,3.4655107389385096,29,1350.0,0.14478728637688276,29,1350.0
2570.0,34,155.0,1.1313868613138687,3.3542890007194672,34,1361.0,0.1334469679954503,34,1361.0
2585.0,32,146.0,1.0977443609022557,3.447063397445944,32,1395.0,0.14531506371668762,32,1395.0
2600.0,31,137.0,1.0300751879699248,3.1702748587081646,31,1398.0,0.1376507900555949,31,1398.0
2615.0,30,150.0,1.1278195488721805,3.4439830392041753,30,1382.0,0.14402383995513482,30,1382.0
2630.0,30,142.0,1.0518518518518518,3.18443921006801,30,1446.0,0.13284281353305974,30,1446.0
2645.0,28,152.0,1.1343283582089552,3.2528395526154283,28,1507.0,0.14492451130976813,28,1507.0
2660.0,29,173.0,1.2814814814814814,2.8112813318252283,29,1562.0,0.12615798546261034,29,1562.0
2675.0,36,173.0,1.2536231884057971,3.1579282450347232,36,1578.0,0.13238650396578455,36,1578.0
2690.0,35,181.0,1.3021582733812949,3.1729587693534524,35,1623.0,0.1268688611460488,35,1623.0
2705.0,31,144.0,1.0434782608695652,3.29758951869335,31,1642.0,0.13328174932220233,31,1642.0
2720.0,36,176.0,1.2846715328467153,2.815094717315879,36,1725.0,0.11829315029023427,36,1725.0
2735.0,31,145.0,1.0820895522388059,3.0847208879627743,31,1735.0,0.13716317207669268,31,1735.0
2750.0,31,165.0,1.1956521739130435,3.0724550153273698,31,1799.0,0.13674703510941547,31,1799.0
2765.0,33,182.0,1.3582089552238805,3.0519898083380546,33,1810.0,0.14157715694744297,33,1810.0
2780.0,31,158.0,1.1791044776119404,3.2184553274927366,31,1784.0,0.13510450199576657,31,1784.0
2795.0,32,127.0,0.9338235294117647,3.3968170289333517,32,1689.0,0.13679773212851992,32,1689.0
2810.0,31,137.0,1.0378787878787878,3.2014476236467466,31,1660.0,0.12194217012991963,31,1660.0
2825.0,28,141.0,1.0763358778625953,3.199726118426207,28,1579.0,0.13739258007671382,28,1579.0
2840.0,30,135.0,1.007462686567164,3.166579857146347,30,1587.0,0.13810415435812873,30,1587.0
2855.0,29,153.0,1.16793893129771,3.065589088404835,29,1564.0,0.13790618958977674,29,1564.0
2865.0,26,118.0,0.8613138686131386,3.1512171533117876,26,1536.0,0.13391381487832016,26,1536.0
2880.0,28,127.0,0.9407407407407408,3.332504125328024,28,1497.0,0.13676027147541253,28,1497.0
2895.0,32,158.0,1.1532846715328466,2.953241799110491,32,1488.0,0.11800532200970344,32,1488.0
2910.0,37,169.0,1.2335766423357664,3.037891063157531,37,1517.0,0.1341760056399328,37,1517.0
2925.0,30,148.0,1.0962962962962963,3.1307004470194215,30,1492.0,0.1368351791447228,30,1492.0
2940.0,28,135.0,1.0150375939849625,3.506542147676667,28,1546.0,0.1568798007130701,28,1546.0
2955.0,29,120.0,0.8823529411764706,3.1608713458288986,29,1514.0,0.143711286697821,29,1514.0
2970.0,27,132.0,0.9777777777777777,3.310259079702451,27,1546.0,0.1511443100161018,27,1546.0
2985.0,28,137.0,0.9785714285714285,3.1001147819181107,28,1484.0,0.12826951436262432,28,1484.0
3000.0,31,143.0,1.0287769784172662,3.3091042814824068,31,1467.0,0.14587284680886464,31,1467.0
3015.0,27,129.0,0.9347826086956522,3.1782165776123037,27,1436.0,0.134984834851388,27,1436.0
3030.0,30,131.0,0.9562043795620438,3.222320116149781,30,1419.0,0.13468125003580336,30,1419.0
3045.0,24,127.0,0.9202898550724637,3.1793220252214156,24,1380.0,0.1313305701333039,24,1380.0
3060.0,25,118.0,0.9007633587786259,3.285472630681605,25,1334.0,0.14386770506250388,25,1334.0
3075.0,28,125.0,0.946969696969697,3.4400661794262173,28,1251.0,0.14155942830512258,28,1251.0
3090.0,30,144.0,1.099236641221374,3.4141187992456805,30,1294.0,0.15248037028111097,30,1294.0
3105.0,30,130.0,0.9848484848484849,3.550802120853514,30,1215.0,0.14521530288802267,30,1215.0
3120.0,31,126.0,0.9473684210526315,3.357335049024312,31,1276.0,0.1444925520567793,31,1276.0
3135.0,29,135.0,1.007462686567164,3.2683212747079775,29,1242.0,0.13427224221122488,29,1242.0
3150.0,35,171.0,1.2761194029850746,3.283772381426757,35,1356.0,0.14631298571767437,35,1356.0
3165.0,37,189.0,1.3897058823529411,3.116745454493998,37,1422.0,0.13155999511331043,37,1422.0
3180.0,36,157.0,1.1544117647058822,3.2943746952684467,36,1511.0,0.14494934400057408,36,1511.0
3195.0,31,147.0,1.072992700729927,3.305685284594361,31,1596.0,0.14605117582295768,31,1596.0
3210.0,29,150.0,1.1029411764705883,3.32958480361873,29,1586.0,0.13982793501250454,29,1586.0
3225.0,31,159.0,1.1605839416058394,3.242618550533668,31,1628.0,0.1482530394260743,31,1628.0
3240.0,34,177.0,1.2733812949640289,3.1987662948945044,34,1676.0,0.14547444393876793,34,1676.0
3255.0,26,153.0,1.108695652173913,3.2750729352702237,26,1689.0,0.15071807669295811,26,1689.0
3270.0,33,138.0,0.9787234042553191,3.1205293483185756,33,1673.0,0.1338209400626064,33,1673.0
3285.0,33,148.0,1.049645390070922,3.235724495434327,33,1649.0,0.1328067568612864,33,1649.0
3300.0,27,133.0,0.9637681159420289,3.296738711477641,27,1707.0,0.14330664129032053,27,1707.0
3315.0,31,166.0,1.2028985507246377,3.086922348738319,31,1645.0,0.126109059223273,31,1645.0
3330.0,32,179.0,1.2971014492753623,2.99734829024731,32,1693.0,0.12611736246949007,32,1693.0
3345.0,32,169.0,1.2335766423357664,2.9943543616173898,32,1679.0,0.13083507625594332,32,1679.0
3360.0,31,138.0,1.0072992700729928,3.189889928870086,31,1631.0,0.1325858882406228,31,1631.0
3375.0,33,152.0,1.1014492753623188,3.0275827129270083,33,1611.0,0.12786901094679073,33,1611.0
3390.0,30,161.0,1.1751824817518248,3.302324832261214,30,1600.0,0.1354269726130393,30,1600.0
3405.0,31,134.0,0.950354609929078,3.237296604846155,31,1564.0,0.1242347100978053,31,1564.0
3420.0,27,140.0,1.0218978102189782,3.343410750373985,27,1575.0,0.14486158466736482,27,1575.0
3435.0,32,158.0,1.144927536231884,3.1404287471325216,32,1578.0,0.12927860670763044,32,1578.0
3450.0,31,153.0,1.125,2.9695896843744176,31,1637.0,0.13635259995386612,31,1637.0
3465.0,34,162.0,1.173913043478261,3.0372509549542923,34,1709.0,0.12745601562628406,34,1709.0
3480.0,30,166.0,1.2028985507246377,3.0752827674132095,30,1725.0,0.13156382861034926,30,1725.0
3495.0,33,156.0,1.1223021582733812,2.966382702653106,33,1807.0,0.13178813396700484,33,1807.0
