step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J11_stopped,J11_accumulated_waiting_time,J11_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
10.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
20.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
50.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
60.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
90.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
100.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
130.0,0,0.0,0.0,12.864627739856951,0,0.0,0.9255127870400685,0,0.0
140.0,0,0.0,0.0,12.934640820813366,0,0.0,1.0,0,0.0
170.0,0,0.0,0.0,13.142616299381823,0,0.0,0.9666864304671433,0,0.0
180.0,2,0.0,0.0,2.311937299702366,2,0.0,0.1700512565232729,2,0.0
210.0,0,0.0,0.0,8.869563076788332,0,0.0,0.6187030857920109,0,0.0
220.0,0,0.0,0.0,11.610068745686288,0,0.0,0.8802143774251242,0,0.0
250.0,2,27.0,9.0,3.7406528966967016,2,27.0,0.27480149400513526,2,27.0
260.0,0,0.0,0.0,10.81841860933915,0,0.0,0.9691270542298076,0,0.0
290.0,0,0.0,0.0,11.10546740894386,0,0.0,0.8863912389739086,0,0.0
300.0,3,5.0,0.5555555555555556,6.649970357863023,3,5.0,0.48513618331787123,3,5.0
330.0,5,54.0,5.4,6.212069286012679,5,54.0,0.4050169500532441,5,54.0
345.0,2,5.0,0.4166666666666667,8.813268203266896,2,5.0,0.39390839915315723,2,5.0
375.0,2,3.0,0.375,7.648164911206509,2,3.0,0.4674163335874959,2,3.0
385.0,0,0.0,0.0,10.993551758133153,0,0.0,0.8050114112635183,0,0.0
415.0,3,18.0,1.5,8.856619880163448,3,18.0,0.5709774171967135,3,18.0
430.0,4,13.0,0.8666666666666667,8.634944319821319,4,13.0,0.38053011718378665,4,13.0
460.0,3,25.0,2.272727272727273,7.808715247160265,3,25.0,0.4424221001797177,3,25.0
475.0,0,0.0,0.0,11.697927178621592,0,0.0,0.8840770419020236,0,0.0
485.0,1,2.0,0.125,10.405882646495256,1,2.0,0.7830360190126909,1,2.0
500.0,2,15.0,0.8823529411764706,8.915138020357919,2,15.0,0.5237315721133473,2,15.0
530.0,0,0.0,0.0,11.172816992797259,0,0.0,0.8675358998502024,0,0.0
545.0,3,11.0,0.7333333333333333,8.662145601700587,3,11.0,0.5605021219933113,3,11.0
575.0,5,75.0,3.260869565217391,9.743001334044711,5,75.0,0.6732974130599779,5,75.0
590.0,6,34.0,1.619047619047619,8.484969236180419,6,34.0,0.46014160688644634,6,34.0
600.0,2,11.0,0.4782608695652174,9.649633663855878,2,12.0,0.5277469385955867,2,12.0
615.0,2,22.0,0.7096774193548387,10.078325985789375,2,23.0,0.6759327280226629,2,23.0
630.0,1,7.0,0.20588235294117646,10.753528004629107,1,7.0,0.8032236008008404,1,7.0
645.0,10,52.0,1.3333333333333333,7.913952470454121,10,52.0,0.47950988112307097,10,52.0
